year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn474181,ca,44,13853,white,gray,nissan-infiniti lt,13750,13250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,,3n1ab6ap7cl660012,ca,,54911,red,—,corona auto wholesale inc,8450,8200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,,3n1ab6apxcl629997,ca,21,32247,blue,gray,merchants leasing,9675,7300,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,911,Carrera S (Midyear Redesign),Coupe,automatic,wp0ab2a95cs121218,ca,44,16480,black,gray,mckenna audi/mckenna bmw,70000,72500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn424407,ca,41,60795,silver,black,nissan-infiniti lt,10650,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn402255,ca,43,52004,white,gray,nissan-infiniti lt,11250,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct026805,ca,39,18201,white,beige,nissan-infiniti lt,11500,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn428611,ca,43,34336,—,gray,nissan-infiniti lt,12400,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc150000,ca,36,61281,black,black,merchants automotive group,9850,9800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn499901,ca,39,20829,white,gray,nissan-infiniti lt,13300,13250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn458231,ca,35,33732,white,black,nissan-infiniti lt,12450,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be2ca778965,ca,38,58460,—,black,mercedes-benz finc wholesale advantage,27800,27750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp3ck229013,ca,42,41746,white,beige,wells fargo dealer services,8275,9300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mv8cw412187,ca,4,26320,white,beige,nissan motor acceptance corporation,16150,16000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn434122,ca,36,26203,white,black,nissan-infiniti lt,12950,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn400496,ca,37,31843,black,gray,nissan-infiniti lt,12550,15250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc126876,ca,39,44525,white,black,nissan-infiniti lt,11750,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep7cc106371,ca,44,11015,white,black,nissan-infiniti lt,15000,15250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn427568,ca,43,34554,white,black,nissan-infiniti lt,12400,14750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcc125390,ca,41,22467,white,black,nissan-infiniti lt,13200,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a71cl010872,ca,41,38926,brown,brown,prestige auto,49700,50500,Thu Jan 15 2015 12:30:00 GMT-0800 (PST)
2012,Scion,xB,Base,Wagon,automatic,jtlze4fe6cj010019,ca,35,18257,silver,black,toyota financial services,12200,12700,Tue Jan 06 2015 16:00:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a21cla00605,ca,43,27043,gray,black,porsche of hawaii,41400,44500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn510350,ca,27,98380,white,black,nissan motor acceptance corporation,9525,8250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Galant,ES,Sedan,automatic,4a32b3ff8ce009274,ca,25,48910,silver,black,wells fargo dealer services,8125,9500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc128710,ca,37,21689,white,gray,nissan-infiniti lt,13250,12000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn471724,ca,29,45473,white,beige,nissan-infiniti lt,11650,12100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu022487,ca,29,82708,black,black,california republic bank,12000,12200,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn406650,ca,38,45288,—,black,nissan-infiniti lt,11700,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Frontier,S,King Cab,automatic,1n6bd0ct2cc446833,ca,2,227606,white,gray,o'reilly auto parts,5000,5100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc130891,ca,4,44039,white,beige,nissan-infiniti lt,11750,12900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cc177703,ca,38,65320,—,black,nissan-infiniti lt,10350,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,wddhf8jb4ca571916,ca,38,46114,black,black,the hertz corporation,26900,24000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5ca487674,ca,35,36395,black,black,mercedes-benz financial services,43900,43500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn405239,ca,25,21756,—,black,nissan-infiniti lt,13250,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu095761,ca,,41266,gray,blue,hertz/tra,14000,4750,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn460655,ca,26,40281,white,beige,the hertz corporation,11000,11250,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 BlueTEC,SUV,automatic,4jgda2eb1ca025472,ca,28,53595,white,black,mercedes benz of ontario,33200,32000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2epxcc171389,ca,36,50358,gray,black,santander consumer,12300,12000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Armada,SV,SUV,automatic,5n1aa0nc3cn607033,ca,24,33829,gray,black,the hertz corporation,25500,24000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn453946,ca,42,74249,white,black,nissan motor acceptance corporation,9775,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc139112,ca,21,34994,—,black,nissan-infiniti lt,12350,11100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct023963,ca,44,16312,—,gray,nissan-infiniti lt,11600,12750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc256166,ca,3,14887,beige,beige,nissan motor acceptance corporation,13700,11500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander Sport,SE,SUV,automatic,ja4ap4au5cz004435,ca,39,28647,gray,black,first investors servicing corp,11300,11200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn479356,ca,36,20526,white,gray,nissan-infiniti lt,13300,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca781158,ca,34,59472,black,black,the hertz corporation,27500,28901,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn421025,ca,37,25195,—,black,nissan-infiniti lt,13000,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw8cu003302,ca,26,44491,blue,black,wells fargo dealer services,12300,13000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0cw352146,ca,36,25635,gray,black,nissan-infiniti lt,16300,15250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn403077,ca,21,26220,white,tan,nissan-infiniti lt,12950,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn419692,ca,35,11951,white,black,nissan-infiniti lt,13900,13700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Impreza,WRX,Sedan,manual,jf1gv7e67cg024559,ca,27,36323,blue,black,prestige chrysler jeep dodge,18550,20800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxct017946,ca,45,38247,silver,gray,mossy nissan oceanside,10750,9000,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5ct016056,ca,48,26920,black,beige,nissan-infiniti lt,11050,12000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn499388,ca,34,66364,black,black,the hertz corporation,9675,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn417746,ca,37,36688,—,gray,nissan-infiniti lt,12250,12400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl769100,ca,35,34155,black,gray,wells fargo dealer services,9300,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0ct020919,ca,34,19395,black,beige,nissan-infiniti lt,11650,11000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck815359,ca,29,33641,red,black,santander consumer,8650,9600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt5cw259184,ca,29,41350,red,black,santander consumer,13000,14000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc158506,ca,43,18891,gray,black,nissan-infiniti lt,13400,15500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn429376,ca,32,40401,white,black,nissan-infiniti lt,12000,12200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmcb6xc3029413,ca,29,69460,gray,black,ge fleet services for itself/servicer,12050,12500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be4ca778188,ca,45,68895,silver,gray,the hertz corporation,24600,25000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander,SE,SUV,automatic,ja4as3awxcu013364,ca,42,37816,black,black,jpmorgan chase bank n.a.,12150,12600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt0cw251381,ca,26,56424,silver,black,nissan motor acceptance corporation,15200,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7ca782669,ca,31,60981,gray,black,the hertz corporation,27000,26250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0erxcc421224,ca,21,81015,black,gray,jpmorgan chase bank n.a.,14200,13300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb6ca044788,ca,22,42503,gray,black,fletcher jones motorcars,33700,29750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca782696,ca,27,55050,gray,black,the hertz corporation,28700,27900,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep8cc191074,ca,34,26958,silver,black,phillips auto brokerage,13850,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc225980,ca,41,53345,white,black,onemain rem/delta dealer,11150,8400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7ca773583,ca,46,18330,white,brown,mercedes-benz usa,41000,36750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn417437,ca,45,27499,white,gray,nissan-infiniti lt,12850,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt3cw291728,ca,41,44066,black,black,nissan motor acceptance corporation,15650,14250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1cn482459,ca,28,59724,white,black,the hertz corporation,10750,10600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn418275,ca,48,33533,—,black,nissan-infiniti lt,12450,12500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct023001,ca,48,13406,black,beige,nissan motor acceptance corporation,11800,12900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp1ct016331,ca,44,33846,black,gray,nissan-infiniti lt,10400,12100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap3cl625581,ca,37,71281,silver,gray,metro nissan of montclair,7750,9100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc216730,ca,39,52631,white,black,nissan motor acceptance corporation,11200,11900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn453999,ca,3,43615,white,gray,nissan-infiniti lt,11850,10000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be8ca778985,ca,19,64548,gray,black,the hertz corporation,25600,23500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be5ca780127,ca,27,60867,black,black,the hertz corporation,27100,26500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2cc808904,ca,31,55684,—,black,nissan-infiniti lt,14500,16500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML63 AMG,SUV,,4jgda7eb0ca049551,ca,,1,,,high bid trading co inc,69000,18500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be1ca778875,ca,42,59052,black,gray,mercedes-benz finc wholesale advantage,27600,30250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu063573,ca,28,28605,silver,black,onemain rem/m&m auto traders,14750,15200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn432632,ca,2,27826,white,gray,nissan-infiniti lt,12850,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc259271,ca,23,31702,silver,black,remarketing by ge/manheim california,11350,10250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.6 S,Sedan,,3n1cn7ap0cl945298,ca,43,23402,gray,black,wells fargo dealer services,9600,10800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp3ct023930,ca,41,35541,blue,gray,nissan-infiniti lt,10500,11000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn412028,ca,26,29636,white,black,nissan-infiniti lt,12700,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp8cs225557,ca,45,62646,silver,gray,symbolic motor cars,14850,15750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn429617,ca,38,36396,—,black,nissan-infiniti lt,12250,12400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.6 S,Sedan,automatic,3n1cn7ap7cl866033,ca,44,53923,blue,black,exeter finance corp,7925,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3baxck524809,ca,44,39963,silver,black,mercedes-benz financial services,5975,7250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn413739,ca,41,6265,black,gray,nissan-infiniti lt,14250,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,mitsubishi,galant,,,automatic,4a32b2ff9ce018740,ca,41,65632,white,gray,dtg operations inc,7900,8000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn432892,ca,32,23090,white,black,nissan-infiniti lt,13150,12750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,automatic,wbake3c57be768905,ca,28,31272,white,black,financial services remarketing (lease),20700,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743926,ca,39,31946,black,black,financial services remarketing (lease),28200,27000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c59bf093304,ca,4,52875,black,beige,financial services remarketing (lease),16950,18000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm79007,ca,43,31315,black,black,financial services remarketing (lease),19850,20750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c53be850277,ca,46,11802,gray,beige,financial services remarketing (lease),22500,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bdu54138,ca,43,40276,black,black,financial services remarketing (lease),29000,28600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Audi,A4,2.0T Premium,Sedan,automatic,wauafafl9bn013374,ca,26,34058,black,black,high bid trading co inc,17100,16000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee9cp048910,ca,21,60316,white,gray,the hertz corporation,9450,8300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Volkswagen,GLI,Autobahn PZEV,Sedan,automatic,3vw4a7aj0cm016826,ca,1,31165,black,black,vw credit,14600,11500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c52be578482,ca,43,42012,gray,black,financial services remarketing (lease),23700,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm83168,ca,42,33322,blue,black,financial services remarketing (lease),19600,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c51be683532,ca,43,13579,green,—,financial services remarketing (lease),22400,20500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du4c1536019,ca,4,36550,turquoise,gray,toyota financial services,15800,16300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578799,ca,44,23723,white,black,financial services remarketing (lease),26100,28500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fsxc2098367,ca,29,32782,gray,black,fiserv/usb dealer services northstar exchange,16250,15700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,automatic,wbasp2c53bc337588,ca,39,22507,gray,black,financial services remarketing (lease),31300,31500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c5xba447103,ca,41,29856,gray,black,financial services remarketing (lease),20100,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56ba443825,ca,49,24496,gray,black,financial services remarketing (lease),21000,20500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c54bf094053,ca,35,17914,black,black,financial services remarketing (lease),21700,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,XC90,3.2,SUV,automatic,yv4952cy2c1608846,ca,34,32783,black,beige,fiserv/usb dealer services northstar exchange,22800,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Acura,RDX,SH-AWD,SUV,automatic,5j8tb1h58ba002803,ca,25,60189,gray,black,ahfc/honda lease trust/hvt  inc. eot,19250,18100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c52ba448620,ca,39,38514,blue,gray,financial services remarketing (lease),18900,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm75557,ca,48,24949,white,black,financial services remarketing (lease),20700,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Audi,A5,2.0T Premium quattro,Coupe,automatic,waulfafr0ba028480,ca,26,77489,white,black,walters auto sales/service inc,18400,20250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fs5c2098583,ca,41,60252,white,black,us bank,13900,14750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578379,ca,45,10492,white,black,financial services remarketing (lease),27800,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnn59112,ca,36,43616,black,beige,financial services remarketing (lease),18200,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdzk3eh4cs059863,ca,38,31180,blue,beige,i auto sales inc,22800,21500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Volkswagen,Tiguan,S,SUV,automatic,wvgav7ax9cw519295,ca,1,27673,white,black,vw credit,14350,11300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743036,ca,45,13179,black,gray,financial services remarketing (lease),30600,31750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56bf093700,ca,36,28727,black,black,financial services remarketing (lease),20200,20750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be852392,ca,44,43583,black,black,financial services remarketing (lease),18200,19250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnn58976,ca,43,36736,white,black,financial services remarketing (lease),19150,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c52bc807666,ca,27,47803,gray,—,financial services remarketing (lease),27600,26000,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c57be578428,ca,44,31517,white,gray,financial services remarketing (lease),25000,26250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c51bf094141,ca,34,26258,white,black,financial services remarketing (lease),20500,20500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c56bdv82627,ca,4,22808,black,black,financial services remarketing (lease),26700,27500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7c50ba974614,ca,38,17332,black,gray,financial services remarketing (lease),21900,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn31666,ca,43,25000,black,black,financial services remarketing (lease),21100,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
